ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
BFH UN,Financials,Financial Services,Consumer Finance,Consumer Finance
BFLY UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BFS UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
BFST UW,Financials,Banks,Banks,Regional Banks
BG UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
BGCP UW,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
BGFV UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
BGRY UW,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
BGS UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BH UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BHB UA,Financials,Banks,Banks,Regional Banks
BHE UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
BHF UW,Financials,Insurance,Insurance,Life & Health Insurance
BHG UN,Financials,Insurance,Insurance,Life & Health Insurance
BHIL UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
BHLB UN,Financials,Banks,Banks,Regional Banks
BHM UA,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
BHR UN,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
BHVN UN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BIG UN,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
BIGC UQ,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
BIIB UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BILL UN,Information Technology,Software & Services,Software,Application Software
BIO UN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BIPC UN,Utilities,Utilities,Gas Utilities,Gas Utilities
BIRD UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
BJ UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
BJRI UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BK UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BKD UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
BKE UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BKH UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
BKI UN,Information Technology,Software & Services,Software,Application Software
BKKT UN,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
BKNG UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BKR UW,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BKU UN,Financials,Banks,Banks,Regional Banks
BL UW,Information Technology,Software & Services,Software,Application Software
BLBD UQ,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
BLD UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
BLDE UR,Industrials,Transportation,Passenger Airlines,Passenger Airlines
BLDR UN,Industrials,Capital Goods,Building Products,Building Products
BLFS UR,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BLFY UW,Financials,Banks,Banks,Regional Banks
BLK UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BLKB UW,Information Technology,Software & Services,Software,Application Software
BLMN UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BLND UN,Information Technology,Software & Services,Software,Application Software
BLNK UR,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
BLUE UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BLX UN,Financials,Financial Services,Financial Services,Specialized Finance
BMBL UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
BMI UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
BMRC UR,Financials,Banks,Banks,Regional Banks
BMRN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BMY UN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
BNGO UR,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BNL UN,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
BOC UN,Communication Services,Media & Entertainment,Media,Advertising
BODY UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
BOH UN,Financials,Banks,Banks,Regional Banks
BOKF UW,Financials,Banks,Banks,Regional Banks
BOOM UW,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BOOT UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BORR UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
BOWL UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
BOX UN,Information Technology,Software & Services,Software,Application Software
BPMC UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BPOP UW,Financials,Banks,Banks,Regional Banks
BR UN,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
BRBR UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
BRBS UA,Financials,Banks,Banks,Regional Banks
BRC UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
BRCC UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BRDS UN,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
BRK/B UN,Financials,Financial Services,Financial Services,Multi-Sector Holdings
BRKL UW,Financials,Banks,Banks,Regional Banks
BRKR UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BRO UN,Financials,Insurance,Insurance,Insurance Brokers
BRP UW,Financials,Insurance,Insurance,Insurance Brokers
BRSP UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
BRT UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
BRX UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
BRY UW,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
BSIG UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BSRR UW,Financials,Banks,Banks,Regional Banks
BSX UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BSY UW,Information Technology,Software & Services,Software,Application Software
BTAI UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BTU UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
BURL UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BUSE UW,Financials,Banks,Banks,Regional Banks
BV UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
BVH UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BVS UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
BW UN,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BWA UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
BWB UR,Financials,Banks,Banks,Regional Banks
BWFG UQ,Financials,Banks,Banks,Regional Banks
BWXT UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BX UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BXC UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BXMT UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
BXP UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
BY UN,Financials,Banks,Banks,Regional Banks
BYD UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
BYND UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BZH UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
C UN,Financials,Banks,Banks,Diversified Banks
CABO UN,Communication Services,Media & Entertainment,Media,Cable & Satellite
CAC UW,Financials,Banks,Banks,Regional Banks
CACC UW,Financials,Financial Services,Consumer Finance,Consumer Finance
CACI UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CADE UN,Financials,Banks,Banks,Regional Banks
CAG UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CAH UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
CAKE UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CAL UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CALM UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CALX UN,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CANO UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
CAR UW,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
CARA UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CARE UW,Financials,Banks,Banks,Regional Banks
CARG UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CARR UN,Industrials,Capital Goods,Building Products,Building Products
CARS UN,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CASA UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CASH UW,Financials,Banks,Banks,Regional Banks
CASS UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
CASY UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
CAT UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CATC UR,Financials,Banks,Banks,Regional Banks
CATO UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CATY UW,Financials,Banks,Banks,Regional Banks
CB UN,Financials,Insurance,Insurance,Property & Casualty Insurance
CBAN UQ,Financials,Banks,Banks,Regional Banks
CBL UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
CBNK UW,Financials,Banks,Banks,Regional Banks
CBOE UF,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
CBRE UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CBRL UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CBSH UW,Financials,Banks,Banks,Regional Banks
CBT UN,Materials,Materials,Chemicals,Commodity Chemicals
CBU UN,Financials,Banks,Banks,Regional Banks
CBZ UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CC UN,Materials,Materials,Chemicals,Diversified Chemicals
CCB UW,Financials,Banks,Banks,Regional Banks
CCBG UW,Financials,Banks,Banks,Regional Banks
CCCC UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CCCS UW,Information Technology,Software & Services,Software,Application Software
CCF UA,Materials,Materials,Chemicals,Specialty Chemicals
CCI UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Telecom Tower REITs
CCK UN,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
CCL UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CCNE UW,Financials,Banks,Banks,Regional Banks
CCO UN,Communication Services,Media & Entertainment,Media,Advertising
CCOI UW,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CCRN UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CCS UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
CCSI UW,Information Technology,Software & Services,Software,Application Software
CDAY UN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
CDE UN,Materials,Materials,Metals & Mining,Gold
CDLX UQ,Communication Services,Media & Entertainment,Media,Advertising
CDMO UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CDNA UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CDNS UW,Information Technology,Software & Services,Software,Application Software
CDRE UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
CDW UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
CDXS UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CE UN,Materials,Materials,Chemicals,Specialty Chemicals
CEG UW,Utilities,Utilities,Electric Utilities,Electric Utilities
CEIX UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
CELH UR,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
CELL UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CELU UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CENN UR,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
CENT UW,Consumer Staples,Household & Personal Products,Household Products,Household Products
CENTA UW,Consumer Staples,Household & Personal Products,Household Products,Household Products
CENX UW,Materials,Materials,Metals & Mining,Aluminum
CERE UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CERS UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
CERT UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CEVA UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CF UN,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
